conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,RTT_samples_a2b,RTT_samples_b2a,RTT_min_a2b,RTT_min_b2a,RTT_max_a2b,RTT_max_b2a,RTT_avg_a2b,RTT_avg_b2a,RTT_stdev_a2b,RTT_stdev_b2a,RTT_from_3WHS_a2b,RTT_from_3WHS_b2a,RTT_full_sz_smpls_a2b,RTT_full_sz_smpls_b2a,RTT_full_sz_min_a2b,RTT_full_sz_min_b2a,RTT_full_sz_max_a2b,RTT_full_sz_max_b2a,RTT_full_sz_avg_a2b,RTT_full_sz_avg_b2a,RTT full_sz_stdev_a2b,RTT_full_sz_stdev_b2a,post-loss_acks_a2b,post-loss_acks_b2a,ambiguous_acks_a2b,ambiguous_acks_b2a,RTT_min_(last)_a2b,RTT_min_(last)_b2a,RTT_max_(last)_a2b,RTT_max_(last)_b2a,RTT_avg_(last)_a2b,RTT_avg_(last)_b2a,RTT_sdv_(last)_a2b,RTT_sdv_(last)_b2a,segs_cum_acked_a2b,segs_cum_acked_b2a,duplicate_acks_a2b,duplicate_acks_b2a,triple_dupacks_a2b,triple_dupacks_b2a,max_#_retrans_a2b,max_#_retrans_b2a,min_retr_time_a2b,min_retr_time_b2a,max_retr_time_a2b,max_retr_time_b2a,avg_retr_time_a2b,avg_retr_time_b2a,sdv_retr_time_a2b,sdv_retr_time_b2a,

304,130.233.85.169,216.58.209.142,57647,443,1431158060.255487 , 1431158060.606381 ,              9,             12,              0,              0,              8,             12,              4,              2,              0,              0,              0,              0,              0,              0,            749,           6648,              3,              8,            749,           6648,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              6,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1430,            430,           1430,            122,            104,            249,            830,          65536,          45056,          65536,          44032,              0,              0,          65536,          44497,            197,           4268,              1,              4,            749,           6648,              0,              0,              0,              0,              0,              0,          0.071,          0.267,          206.4,          157.3,              0,              0,           2135,          18946,              5,              5,            8.3,            0.1,           48.9,           46.0,           16.6,            9.3,           18.1,           20.5,            8.3,            0.2,              2,              2,            8.3,            0.1,            8.3,            0.2,            8.3,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              5,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
305,130.233.85.169,216.58.209.142,57648,443,1431158073.429599 , 1431158073.737010 ,              9,             12,              0,              0,              8,             12,              4,              2,              0,              0,              0,              0,              0,              0,            749,           6857,              3,              8,            749,           6857,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              6,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1430,            430,           1430,            122,            172,            249,            857,          65536,          45056,          65536,          44032,              0,              0,          65536,          44497,            197,           4268,              1,              4,            749,           6857,              0,              0,              0,              0,              0,              0,          0.061,          0.236,          185.5,          134.9,              0,              0,           2436,          22306,              5,              5,            8.3,            0.1,           49.8,            1.8,           17.3,            0.5,           18.1,            0.8,            9.4,            0.2,              2,              2,            9.4,            0.1,           10.2,            0.2,            9.8,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              5,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
306,130.233.85.169,216.58.209.106,57649,443,1431158166.931652 , 1431158407.23881 ,             25,             29,              0,              0,             24,             29,              6,             11,              0,              5,              0,              5,              0,              1,           1491,           4642,             17,             16,           1496,           4642,              5,              0,              5,              0,              0,              0,              0,              0,              0,              0,             12,             14,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              5,              0,              0,              0,              0,           1460,           1430,            409,           1430,              1,             38,             87,            290,          65536,          47232,          64512,          44032,              0,              0,          65045,          46349,            221,           3583,              1,              3,           1491,           4642,              0,              0,              0,              0,              0,              0,        225.520,        240.063,        45187.0,        45187.3,              0,              0,              6,             19,             10,              6,            8.3,            0.1,           48.2,            0.3,           13.1,            0.2,           12.4,            0.1,            8.3,            0.1,              2,              2,            8.3,            0.1,            8.4,            0.1,            8.4,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              4,             12,              6,              1,              1,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
307,130.233.85.169,216.58.209.106,57650,443,1431158166.991632 , 1431158181.787321 ,              7,              6,              1,              0,              6,              6,              2,              1,              0,              0,              0,              0,              0,              0,            733,            251,              2,              3,            733,            251,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              3,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1430,            517,            153,            216,             42,            366,             83,          65536,          45056,          65280,          44032,              0,              0,          54528,          44646,            517,            153,              1,              1,            734,            251,              1,              0,              0,              0,              0,              0,          0.016,          0.017,        14752.9,        14761.4,              0,              0,             50,             17,              4,              3,            8.1,            0.1,            9.4,            7.7,            8.6,            2.7,            0.6,            4.4,            8.1,            0.2,              2,              1,            8.1,            0.2,            8.4,            0.2,            8.2,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              1,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
308,130.233.85.169,216.58.209.110,57651,443,1431158188.341927 , 1431158188.716826 ,              9,             12,              0,              0,              8,             12,              4,              2,              0,              0,              0,              0,              0,              0,            749,           6705,              3,              8,            749,           6705,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              6,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1430,            430,           1430,            122,            172,            249,            838,          65536,          45056,          65536,          44032,              0,              0,          65536,          44497,            197,           4268,              1,              4,            749,           6705,              0,              0,              0,              0,              0,              0,          0.026,          0.209,          193.3,          143.0,              0,              0,           1998,          17885,              5,              5,            8.3,            0.1,           48.6,            0.9,           16.5,            0.3,           17.9,            0.3,            8.3,            0.2,              2,              2,            8.3,            0.1,            8.4,            0.2,            8.3,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              5,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
309,130.233.85.169,31.13.91.2,57652,443,1431158195.214892 , 1431159374.802505 ,            418,            791,              1,              0,            417,            791,            227,            188,              0,              0,              0,              0,              0,              0,         128969,         381893,            188,            601,         129784,         381893,             12,              0,            815,              0,              0,              0,              0,              0,              0,              0,            168,            426,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1410,           1410,           1410,              1,              3,            690,            635,          66048,         461312,          64768,          17152,              0,              0,          65636,         194194,            517,            182,              1,              1,         128970,         381893,              1,              0,              0,              0,              0,              0,       1159.536,       1179.503,        45027.0,        45141.9,              0,              0,            109,            324,            177,            300,           27.1,            0.1,           44.7,          250.0,           28.6,           41.5,            2.1,           52.3,           28.6,            0.2,              2,              1,           27.5,            0.2,           28.6,            0.2,           28.1,            0.2,            0.0,            0.0,              0,              0,              1,              0,           27.5,            0.0,           27.5,            0.0,           27.5,            0.0,            0.0,            0.0,              0,            302,             12,              0,              0,              0,              1,              0,          344.2,            0.0,          344.2,            0.0,          344.2,            0.0,            0.0,            0.0,
310,130.233.85.169,193.166.4.72,57653,443,1431158195.215742 , 1431158211.787229 ,              6,              6,              1,              0,              5,              6,              1,              2,              0,              0,              0,              0,              0,              0,            625,            200,              2,              2,            625,            200,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/1,            1/1,            Y/N,            Y/N,              8,              5,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            517,            173,            108,             27,            312,             99,          65536,          15680,          65280,          15680,              0,              0,          52326,          15680,            517,            173,              1,              1,            626,            200,              1,              0,              0,              0,              0,              0,          0.004,         16.564,        16558.0,        16522.2,              0,              0,             38,             12,              4,              3,            3.2,            0.1,           41.3,            0.5,           13.4,            0.3,           18.6,            0.2,            3.8,            0.2,              2,              1,            3.8,            0.2,            5.4,            0.2,            4.6,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
311,130.233.85.169,216.58.209.110,57654,443,1431158205.432345 , 1431158445.486943 ,             20,             20,              0,              0,             19,             20,              4,             10,              0,              5,              0,              5,              0,              1,           1320,            698,             14,              8,           1325,            698,              5,              0,              5,              0,              0,              0,              0,              0,              0,              0,              9,              8,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              5,              0,              0,              0,              0,           1460,           1430,            517,            203,              1,             38,             94,             87,          65536,          46208,          65024,          44032,              0,              0,          65266,          45736,            517,            153,              1,              1,           1320,            698,              0,              0,              0,              0,              0,              0,        225.507,        240.028,        45106.7,        45106.5,              0,              0,              5,              3,              8,              6,            8.1,            0.1,           48.3,            3.1,           13.9,            0.7,           13.9,            1.2,            8.9,            0.1,              2,              2,            8.1,            0.1,            8.9,            0.1,            8.5,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              3,              4,              6,              0,              1,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
312,130.233.85.169,193.166.4.72,57655,443,1431158206.49150 , 1431158267.841081 ,             19,             59,              0,              0,             18,             59,              8,              7,              0,              1,              0,              1,              0,              1,           1526,          64965,              9,             50,           1527,          64965,              1,              0,              1,              0,              0,              0,              0,              0,              0,              0,              8,              7,            1/1,            1/1,            Y/N,            Y/N,              8,              5,              Y,              Y,              0,              1,              0,              0,              0,              0,           1460,           1460,            517,           1460,              1,             26,            169,           1299,          65536,          17824,          65280,          15680,              0,              0,          65464,          17457,            517,            173,              1,              1,           1526,          64965,              0,              0,              0,              0,              0,              0,         46.910,         61.782,        45127.7,        45188.1,              0,              0,             25,           1051,              8,              9,            1.8,            0.1,           42.2,            0.5,            8.1,            0.2,           13.9,            0.1,            2.7,            0.2,              2,              2,            2.7,            0.2,            3.2,            0.2,            2.9,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              2,             43,              2,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
313,130.233.85.169,93.158.110.243,57656,443,1431158206.142160 , 1431158290.177030 ,             25,             25,              0,              0,             24,             25,              9,              8,              0,              1,              0,              1,              0,              1,           2958,          12967,             14,             15,           2959,          12967,              1,              0,              1,              0,              0,              0,              0,              0,              0,              0,             13,             13,            1/1,            1/1,            Y/N,            Y/N,              8,              5,              Y,              Y,              0,              1,              0,              0,              0,              0,           1460,           1460,            517,           1460,              1,             31,            211,            864,          65536,          24256,          64256,          15680,              0,              0,          65205,          20778,            517,           3738,              1,              3,           2958,          12967,              0,              0,              0,              0,              0,              0,         69.013,         84.006,        44995.9,        45004.5,              0,              0,             35,            154,              9,             10,            8.4,            0.1,           49.9,           50.9,           13.6,           19.0,           13.6,           24.4,            8.4,            0.2,              2,              2,            8.4,            0.2,            8.5,            0.2,            8.5,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              6,              7,              2,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
314,130.233.85.169,82.96.58.7,57657,443,1431158207.204817 , 1431158512.22165 ,             17,             35,              1,              0,             16,             35,              5,              7,              0,              6,              0,              6,              0,              1,           1195,          32150,              9,             26,           1201,          32150,              6,              0,              6,              0,              0,              0,              0,              0,              0,              0,              3,              5,            1/1,            1/1,            Y/N,            Y/N,              8,              5,              Y,              Y,              0,              6,              0,              0,              0,              0,           1460,           1460,            552,           1460,              1,             31,            133,           1236,          65536,          16800,          65536,          15680,              0,              0,          61440,          16635,            517,           3721,              1,              3,           1196,          32150,              1,              0,              0,              0,              0,              0,        270.799,        304.795,        45210.1,        45209.3,              0,              0,              4,            105,              5,              7,            7.9,            0.1,           18.1,            1.9,           10.3,            0.4,            4.4,            0.7,            8.1,            0.2,              2,              1,            8.1,            0.2,            8.4,            0.2,            8.2,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,             20,              7,              1,              1,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
315,130.233.85.169,31.13.64.7,57658,443,1431158210.47946 , 1431158283.471574 ,            219,            886,              0,              0,            218,            886,            179,             23,             64,              0,              0,              0,              1,              0,           2590,        1200334,             38,            861,           2591,        1200334,              1,              0,              1,              0,              0,              0,              0,              0,              0,             25,             37,             18,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,             64,              0,              0,              0,              0,              0,           1460,           1410,            637,           1410,              1,             11,             68,           1394,        1495808,          17664,          65792,          15360,              0,              0,         463233,          17649,            220,           3181,              1,              3,           2590,        1200334,              0,              0,              0,              0,              0,              0,         54.369,         73.339,        45041.6,        45069.0,              0,              0,             35,          16348,             28,            134,           27.1,            0.0,           71.8,          131.2,           33.1,            4.8,           11.6,           20.2,           27.9,            0.2,              2,              2,           27.5,            0.2,           27.9,            0.2,           27.7,            0.2,            0.0,            0.0,              0,              2,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,             11,            727,              2,             42,              0,              2,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
316,130.233.85.169,157.56.121.231,57659,443,1431158250.898020 , 1431158387.918352 ,             11,              9,              0,              1,             10,              9,              5,              2,              0,              1,              0,              1,              0,              1,           1892,           3646,              5,              5,           3352,           3646,              1,              0,           1460,              0,              0,              0,              0,              0,              0,              0,              3,              3,            1/0,            1/0,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              1,              0,              0,              0,              0,           1460,           1460,           1460,           1460,             33,             22,            670,            729,         262144,          65536,         261376,          65280,              0,              0,         261913,          57312,            185,           2920,              1,              2,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          2.405,          2.531,         1350.8,       134386.5,              0,              0,             14,             27,              3,              5,           45.2,            0.1,           53.6,            0.2,           49.0,            0.1,            4.3,            0.0,           45.2,            0.1,              1,              1,           45.2,            0.1,           45.2,            0.1,           45.2,            0.1,            0.0,            0.0,              1,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              1,              1,              1,              0,              0,              0,              1,              0,          363.1,            0.0,          363.1,            0.0,          363.1,            0.0,            0.0,            0.0,
317,130.233.85.169,157.56.121.231,57660,443,1431158271.880998 , 1431158405.403753 ,             11,              8,              0,              1,             10,              8,              6,              1,              0,              0,              0,              0,              0,              0,           3161,           3310,              4,              5,           3161,           3310,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              3,            1/0,            1/0,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1413,           1460,            214,             22,            790,            661,         262144,          65536,         261632,          65280,              0,              0,         261964,          56137,            217,           1460,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.535,          1.957,         1470.6,       131472.6,              0,              0,             24,             25,              4,              6,           44.4,            0.1,           52.2,            0.2,           47.3,            0.1,            3.7,            0.0,           44.4,            0.2,              1,              1,           44.4,            0.2,           44.4,            0.2,           44.4,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              1,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
318,108.160.172.204,130.233.85.169,443,57615,1431158285.333820 , 1431158285.333820 ,              1,              0,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            0/0,            0/0,            N/N,            N/N,              0,              0,              N,              N,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,            0.0,             NA,              0,              0,             NA,             NA,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
319,130.233.85.169,157.56.121.231,57661,443,1431158525.382919 , 1431158645.977392 ,             12,              8,              0,              0,             11,              8,              6,              1,              0,              0,              0,              0,              0,              0,           1892,           3646,              4,              5,           1892,           3646,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              3,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1460,           1460,             33,             22,            472,            729,         262144,          65536,         261376,          65280,              0,              0,         261818,          65499,            185,           2920,              1,              2,           1892,           3646,              0,              0,              0,              0,              0,              0,         13.272,         13.286,       107117.6,       107181.5,              0,              0,             16,             30,              5,              6,           43.4,            0.1,           63.8,            0.2,           51.4,            0.1,            7.8,            0.0,           43.4,            0.2,              2,              2,           43.4,            0.1,           63.8,            0.2,           53.6,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              1,              1,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
320,130.233.85.169,157.56.121.231,57662,443,1431158552.534745 , 1431158645.970193 ,             13,              8,              0,              0,             12,              8,              7,              1,              0,              0,              0,              0,              0,              0,           3161,           3310,              4,              5,           3161,           3310,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              3,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1413,           1460,            214,             22,            790,            661,         262144,          65536,         261632,          65280,              0,              0,         261909,          65499,            217,           1460,              1,              1,           3161,           3310,              0,              0,              0,              0,              0,              0,          1.334,          2.663,        90600.8,        90657.8,              0,              0,             34,             35,              5,              7,           43.2,            0.1,           59.9,            0.2,           50.8,            0.1,            7.6,            0.0,           43.2,            0.1,              2,              2,           43.2,            0.1,           56.9,            0.1,           50.0,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              1,              0,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
321,130.233.85.169,157.56.121.231,57666,443,1431158579.563387 , 1431158646.849682 ,             13,              8,              0,              0,             12,              8,              7,              1,              0,              0,              0,              0,              0,              0,           1945,           3550,              4,              5,           1945,           3550,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              3,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,           1413,           1460,            101,             22,            486,            709,         262144,          65536,         261376,          65280,              0,              0,         261845,          65499,            217,           1460,              1,              1,           1945,           3550,              0,              0,              0,              0,              0,              0,          0.259,          0.275,        66857.7,        66900.9,              0,              0,             29,             53,              5,              7,           43.1,            0.1,           66.6,            0.2,           50.7,            0.1,           10.5,            0.0,           43.2,            0.2,              2,              2,           43.1,            0.1,           43.2,            0.2,           43.1,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              1,              0,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
322,130.233.85.169,192.198.164.138,57668,443,1431158649.930206 , 1431158650.670083 ,              7,              8,              0,              1,              6,              8,              2,              3,              0,              0,              0,              0,              0,              0,           2654,           2454,              4,              4,           2654,           2454,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              2,            1/0,            1/0,            Y/N,            Y/N,              1,              0,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1360,           1360,           1360,             96,             47,            663,            613,          65536,           6734,          65488,           4080,              0,              0,          65520,           4246,             96,           2358,              1,              2,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.376,          0.379,          183.0,          191.9,              0,              0,           3587,           3317,              5,              3,          179.3,            0.2,          183.4,            0.4,          180.6,            0.3,            1.6,            0.1,          179.6,            0.2,              1,              1,          179.6,            0.2,          179.6,            0.2,          179.6,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              1,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
323,130.233.85.169,192.198.164.138,57674,443,1431158687.542617 , 1431158688.273514 ,              7,              8,              0,              1,              6,              8,              2,              3,              0,              0,              0,              0,              0,              0,           2654,           2454,              4,              4,           2654,           2454,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              3,              2,            1/0,            1/0,            Y/N,            Y/N,              1,              0,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1360,           1360,           1360,             96,             47,            663,            613,          65536,           6734,          65488,           4080,              0,              0,          65520,           4246,             96,           2358,              1,              2,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.367,          0.367,          183.4,          182.7,              0,              0,           3631,           3358,              5,              3,          179.9,            0.2,          182.5,            0.4,          181.0,            0.3,            0.9,            0.2,          181.2,            0.2,              1,              1,          181.2,            0.2,          181.2,            0.2,          181.2,            0.2,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              1,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
324,130.233.85.169,193.166.4.72,57675,80,1431158719.575995 , 1431158809.89508 ,              6,              5,              0,              0,              5,              5,              3,              1,              0,              0,              0,              0,              0,              0,            149,           1624,              1,              2,            149,           1624,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              1,              1,            1/1,            1/1,            Y/N,            Y/N,              8,              5,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            149,           1460,            149,            164,            148,            811,         262144,          15680,         262144,          15680,              0,              0,         262144,          15680,            149,           1624,              1,              2,            149,           1624,              0,              0,              0,              0,              0,              0,          0.000,          0.000,        89469.7,        89471.8,              0,              0,              2,             18,              3,              3,            1.9,            0.1,            2.4,            0.2,            2.1,            0.1,            0.2,            0.0,            2.4,            0.2,              2,              2,            1.9,            0.1,            2.4,            0.2,            2.1,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              1,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
