actual_data_bytes_a2b	actual_data_bytes_b2a	rexmt_data_pkts_a2b	rexmt_data_pkts_b2a	RTT_avg_a2b	RTT_avg_b2a	RTT_stdev_a2b	RTT_stdev_b2a
3442	203852	0	0	13.3	0.3	4.0	0.1
2296	1566	13	1	27.5	0.4	20.5	0.5
1401	9147	0	0	190.4	1.4	16.7	3.0
0	0	0	0	179.6	0.3	0.0	0.0
134702	89152	29	1	20.3	0.9	17.5	6.0
749	6927	0	0	18.8	0.5	17.2	0.7
728	5971	0	0	17.5	0.3	17.6	0.3
749	6004	0	0	16.9	0.3	18.1	0.3
131712	437189	7	9	29.1	0.6	27.1	4.3
1076	4750	5	0	18.5	0.1	13.0	0.0
9213	2630811	0	2	13.4	1.3	2.7	5.5
10648	1256981	0	0	19.6	0.7	12.6	0.5
1719	10315	1	1	349.0	2.4	14.4	5.5
0	0	0	0	385.5	1.2	0.0	0.0
1892	3646	0	0	47.8	0.2	3.9	0.1
3161	3310	0	0	50.3	0.2	6.0	0.1
1945	3550	0	0	48.0	0.2	2.7	0.0
2721	562330	5	1	20.4	0.2	17.9	0.3
15642	2514005	0	0	17.4	0.7	12.3	3.9
2567	66556	0	0	16.9	5.8	15.2	18.5
508	4291	0	0	10.4	0.2	1.8	0.1
733	251	0	0	10.4	1.1	1.8	1.6
1496	934	5	0	8.9	0.4	0.6	0.7
2155	4467	5	0	9.8	0.7	0.5	1.1
1413	10188	0	0	37.8	1.1	12.4	2.0
25077	6087160	0	5	19.3	0.9	14.9	2.2
3444	269776	0	0	17.9	0.3	17.4	0.1
1439	10188	0	0	38.3	3.0	12.3	6.2
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
26228	78582	0	0	13.2	0.3	6.6	0.2
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
245666	8845	0	1	115.8	36.3	5.2	27.8
21500	63646	0	0	12.4	3.2	6.9	14.0
47604	32356	0	0	185.9	17.3	9.3	23.8
117	133	0	0	45.9	16.4	0.0	0.0
188	1292	0	0	3.3	0.3	0.9	0.0
171	426	0	0	4.6	0.3	1.4	0.2
158	1643	0	0	3.4	0.2	1.0	0.0
457	8084	0	0	28.3	0.2	0.8	0.1
30854	8920773	0	64	27.5	0.5	50.1	0.5
6325	570530	0	1	13.1	0.3	7.4	0.1
1449	10189	0	0	130.3	2.9	4.9	5.8
749	6663	0	0	17.4	0.6	17.4	0.8
1892	3646	0	0	47.7	0.2	4.0	0.0
3161	3470	0	0	57.9	0.2	17.9	0.1
20188	159316	5	3	26.5	0.5	20.0	2.6
1290	839	5	0	25.5	17.2	21.9	29.4
1321	843	5	0	12.4	17.1	6.0	29.3
733	251	0	0	9.8	0.8	0.5	1.2
512	4306	0	0	9.2	0.1	1.0	0.0
1878	4780	5	0	18.1	1.6	18.5	3.3
830	2781	2	0	120.7	12.5	1.6	24.6
0	0	0	0	119.1	0.2	0.0	0.0
1924	3646	0	0	47.1	0.1	4.6	0.0
3161	3310	0	0	49.1	0.2	4.2	0.1
1186	5192	5	0	18.9	7.5	14.2	19.4
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
733	251	0	0	13.3	1.2	6.2	1.7
733	251	0	0	13.8	2.3	5.1	3.7
1254	19700	1	0	9.6	6.1	0.6	17.5
1848	157133	1	0	13.2	0.4	5.7	0.3
1150	7715	1	0	18.9	0.2	11.8	0.1
3042	13823	4	0	31.2	0.3	2.8	0.2
1711	68379	1	4	12.6	0.3	4.7	0.2
3042	14215	4	0	30.8	0.2	2.5	0.1
1126	7989	4	0	30.5	0.2	1.9	0.0
643	6202	0	0	30.2	18.9	2.4	32.4
643	6202	0	0	35.6	2.9	4.5	5.1
1850	54294	1	0	14.2	5.0	7.0	16.6
1310	573	5	0	16.3	25.6	12.0	29.2
1191	538	0	0	28.8	0.2	0.8	0.0
1919	4491	58	0	122.5	1.2	10.2	0.9
745	248	6	0	2.7	19.4	0.3	33.4
725	584	1	0	9.4	0.3	0.2	0.0
2549	673	1	0	11.3	25.0	4.1	28.6
708	3572	0	0	118.5	12.3	1.8	24.2
708	3572	0	0	117.7	12.1	10.4	24.0
708	3572	0	0	120.5	13.0	3.9	25.5
2142	4935	0	0	119.9	10.1	17.0	22.2
4628	13766	0	0	12.9	0.3	11.4	0.3
3254	4709	0	0	121.5	11.5	16.1	24.8
1894	11384	0	0	9.4	0.4	2.0	0.4
749	6722	0	0	17.3	0.3	17.7	0.3
1892	3646	0	0	46.2	0.1	2.7	0.0
3161	3310	0	0	53.4	0.2	15.1	0.1
1945	3550	0	0	46.5	0.2	2.6	0.1
1608	781	5	0	178.2	0.9	13.7	1.9
5007	425852	11	0	24.2	0.6	17.3	1.3
27514	4711	5	0	12.6	0.1	9.2	0.0
16421	3114718	0	4	25.5	0.3	23.5	0.3
4885	447090	0	1	11.2	0.3	1.7	0.2
1403	10188	0	0	256.3	1.8	60.0	2.9
1279	710	5	0	16.3	0.6	15.1	1.2
0	0	0	0	188.9	0.1	0.0	0.0
749	6729	0	0	18.0	0.3	19.1	0.3
728	5959	0	0	17.2	0.6	18.0	0.7
749	5850	0	0	23.0	0.3	31.8	0.2
5398	4611	0	0	9.7	0.4	0.8	0.5
17863	2715306	0	4	38.9	0.9	57.0	5.8
16424	2657538	0	5	28.3	1.3	25.7	5.6
1401	9147	0	0	256.7	3.4	76.5	7.6
0	0	0	0	215.8	0.4	0.0	0.0
1300	710	5	0	20.0	1.0	23.0	1.9
749	6782	0	0	18.0	0.5	17.8	0.5
26782	65664	0	0	11.7	0.2	6.8	0.2
433474	8845	1	0	121.2	36.2	15.9	25.1
0	0	0	0	0.0	0.0	0.0	0.0
19470	76544	0	0	12.4	0.2	7.2	0.3
1697	5527	5	0	15.5	0.2	13.8	0.1
1814	8158	5	0	12.8	0.7	11.2	1.8
1892	3646	0	0	57.1	0.2	10.1	0.1
3161	3310	0	0	54.4	0.2	16.2	0.0
749	6933	0	0	17.9	0.3	17.3	0.3
1953	66344	0	0	10.9	0.3	0.9	0.2
38218	21864019	0	2	22.9	0.4	14.4	0.4
1362	10188	0	0	38.3	1.6	10.6	3.1
2928	12194	0	0	15.1	0.5	13.9	0.7
630	3976	0	0	19.6	0.5	19.7	0.6
567	133	0	0	23.5	0.5	18.6	0.0
1892	3646	0	0	45.6	0.2	3.0	0.0
3161	3470	0	0	47.7	0.1	3.2	0.0
749	6791	0	0	18.3	0.4	17.7	0.4
1058	1172	0	0	60.2	0.3	38.0	0.3
802	1524	0	0	33.4	0.3	4.2	0.3
181	1622	0	0	4.3	0.6	2.8	0.8
149	1971	0	0	6.2	0.1	3.7	0.0
147	1587	0	0	5.2	0.8	2.0	0.5
149	1899	0	0	5.1	0.6	1.7	0.6
149	1964	0	0	5.0	0.8	1.6	0.6
149	1531	0	0	4.9	0.9	1.5	0.6
1924	3646	0	0	64.1	0.2	35.5	0.1
3161	3310	0	0	50.7	0.2	5.1	0.1
5539	253443	5	1	47.0	0.2	57.4	0.1
505	4291	0	0	11.9	0.2	2.4	0.1
505	4291	0	0	19.6	0.4	9.7	0.2
733	251	0	0	18.0	1.6	5.6	2.2
925	20749	5	0	14.2	0.3	4.4	0.2
20072	7089409	1	0	47.2	0.7	46.5	0.7
14499	5321748	0	1	28.7	0.6	27.3	0.6
4487	20286	5	0	25.8	0.7	50.1	1.8
4764	61377	5	0	11.7	0.2	7.1	0.2
518	4055	0	0	10.6	0.4	1.9	0.3
733	251	0	0	9.8	1.4	1.2	1.7
1352	10188	0	0	157.4	1.8	16.2	3.5
749	6715	0	0	26.4	0.3	18.8	0.4
512	3934	0	0	15.2	0.2	3.9	0.1
512	4308	0	0	23.1	0.2	2.4	0.0
522	4055	0	0	10.7	15.1	0.2	29.9
733	251	0	0	11.0	0.9	1.0	1.3
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
1892	3646	0	0	47.0	0.1	5.0	0.0
3161	3310	0	0	59.5	0.2	28.3	0.1
1945	3470	0	0	49.9	0.1	8.5	0.1
749	6961	0	0	16.9	1.4	17.7	2.5
749	7084	0	0	18.9	0.4	17.1	0.6
749	7032	0	0	18.3	1.8	17.3	3.3
0	0	0	0	0.0	0.0	0.0	0.0
1301	710	5	0	17.5	0.6	16.3	1.0
1664	4786	0	0	17.1	0.3	18.2	0.3
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
1894	11384	0	0	10.8	1.0	1.4	1.5
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
1892	3646	0	0	58.2	0.1	25.5	0.0
3161	3310	0	0	54.9	0.1	12.8	0.1
749	6747	0	0	18.4	0.4	17.6	0.3
117	133	0	0	44.8	14.8	0.0	0.0
158	1643	0	0	3.6	0.2	0.5	0.1
171	426	0	0	7.4	0.2	5.8	0.2
1892	3646	0	0	46.9	0.1	4.0	0.0
3161	3310	0	0	48.1	0.2	5.0	0.1
1427	5793	7	0	20.1	0.3	16.6	0.1
1175	4722	5	0	19.3	0.2	12.3	0.2
1406	1444	5	0	19.3	0.5	17.7	0.7
1664	4786	0	0	15.4	0.3	13.6	0.4
1894	11384	0	0	9.5	0.4	1.0	0.4
36935	31978	10	4	20.6	50.2	14.6	18.9
3037	4956	8	0	13.5	0.2	11.0	0.2
1892	3646	0	0	58.5	0.1	24.3	0.0
3161	3310	0	0	47.4	0.2	4.7	0.1
1945	3550	0	0	47.5	0.2	3.8	0.0
598	5717	0	0	196.3	0.6	20.0	0.8
509	4290	0	0	9.5	0.1	1.1	0.0
733	251	0	0	10.7	0.8	1.5	1.1
16275	20330	5	1	10.7	0.3	5.9	0.7
518	4055	0	0	8.8	0.2	0.9	0.1
20819	694	5	0	13.5	0.4	9.8	0.3
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
2777	5927	5	0	12.3	0.4	10.5	0.6
1300	710	5	0	14.9	0.6	13.9	0.8
0	0	0	0	187.2	0.3	0.0	0.0
536	5624	0	0	190.2	0.2	1.1	0.1
9623	9356	0	0	200.6	0.3	33.2	0.2
0	0	0	0	188.3	0.2	0.0	0.0
1892	3646	0	0	50.2	0.1	6.9	0.0
3161	3470	0	0	49.9	0.2	5.4	0.0
1924	3646	0	0	53.9	0.2	9.4	0.1
3161	3470	0	0	49.0	0.2	3.7	0.1
25097	66863	21	0	19.9	4.6	18.0	15.0
12492	14648	0	1	19.9	17.5	6.7	25.5
0	0	0	0	0.0	0.0	0.0	0.0
1924	3646	0	0	54.6	0.1	18.0	0.0
3161	3310	0	0	50.5	0.2	9.1	0.0
780	4651	0	0	18.9	0.3	21.2	0.3
749	7252	0	1	17.1	0.3	18.1	0.2
1664	4786	0	0	22.3	0.4	15.5	0.4
1894	11384	0	0	12.3	0.4	2.4	0.3
11405	24312	24	0	32.7	23.7	19.0	27.9
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
149	1966	0	0	9.4	0.2	5.1	0.2
181	1622	0	0	8.2	0.3	6.3	0.2
149	1532	0	0	9.0	0.5	5.3	0.1
149	1970	0	0	9.0	0.4	5.3	0.1
147	1712	0	1	7.1	0.4	2.7	0.2
149	1898	0	0	9.0	0.4	5.7	0.2
802	1524	0	0	29.1	0.2	0.5	0.1
1058	1172	0	0	27.7	0.1	0.5	0.0
1892	3646	0	0	61.8	0.2	12.8	0.1
3161	3310	0	0	60.1	0.2	32.3	0.0
1945	3470	0	0	68.5	0.2	8.9	0.0
512	11923	0	0	29.2	0.3	1.8	0.1
749	6951	0	0	17.5	0.5	18.0	0.5
749	6858	0	0	22.5	0.4	22.0	0.3
1892	3646	0	0	48.7	0.2	5.0	0.0
3161	3310	0	0	46.0	0.2	3.2	0.1
13378	11674	5	0	15.8	0.3	13.0	0.3
749	6789	0	0	18.2	0.3	17.8	0.3
749	6779	0	0	17.9	0.5	17.2	0.6
749	6837	0	0	18.0	0.5	18.2	0.5
749	6673	0	0	18.3	0.4	17.6	0.3
53292	33059	12	3	266.2	13.0	118.8	21.0
1300	710	5	0	14.9	1.6	15.3	3.4
1664	4786	0	0	14.8	0.3	14.1	0.4
1894	11384	0	0	8.4	0.4	1.1	0.5
749	6901	0	0	16.4	0.3	17.6	0.2
749	6672	0	0	17.2	1.0	17.6	1.8
1892	3646	0	0	47.3	0.2	3.9	0.0
3161	3310	0	0	46.4	0.2	2.8	0.0
1945	3550	0	0	65.8	0.2	44.2	0.1
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
749	6823	0	0	17.5	0.3	17.6	0.3
749	6783	0	0	16.5	0.5	18.4	0.5
0	0	0	0	0.0	0.0	0.0	0.0
3766	1208049	5	1	18.8	0.4	8.8	0.6
349	4019	0	0	9.5	0.1	1.4	0.0
749	6876	0	0	16.8	0.4	17.7	0.5
749	6848	0	0	22.1	0.4	27.7	0.5
5990	4760	0	0	10.0	9.2	1.2	21.1
1892	3646	0	0	48.1	0.2	4.9	0.1
3161	3310	0	0	48.3	0.2	4.7	0.0
117	133	0	0	46.7	27.3	0.0	0.0
188	1291	0	0	6.6	0.2	0.8	0.2
158	1641	0	0	6.5	0.3	1.2	0.3
171	426	0	0	6.5	0.2	1.7	0.1
3974	9672	0	0	10.8	0.2	1.3	0.1
4007	9736	0	0	11.2	0.1	3.1	0.0
4038	9704	0	0	11.9	0.2	2.4	0.0
3320	4280	0	0	194.0	10.9	2.4	22.7
749	6860	0	0	19.9	0.4	24.8	0.4
1917	4438	0	0	146.3	1.4	6.9	2.3
1407	1413	5	0	18.4	0.4	14.8	0.7
749	6886	0	0	20.4	0.3	17.5	0.3
749	6713	0	0	16.2	0.2	17.8	0.3
2928	12194	0	0	13.8	0.3	13.5	0.5
630	3976	0	0	18.6	0.5	19.3	0.7
147	1588	0	0	4.2	0.3	0.5	0.1
149	1969	0	0	3.6	0.4	1.1	0.2
149	1899	0	0	3.7	0.2	1.1	0.2
149	1965	0	0	4.4	0.2	0.7	0.1
27613	712	0	0	143.4	42.8	1.5	24.1
1863	9212	0	0	11.7	0.2	2.3	0.1
11131	11547	0	0	13.1	0.2	6.0	0.1
7851	79587	0	0	12.7	10.2	3.3	21.8
1142	5844	0	0	193.6	0.4	1.7	0.4
749	6679	0	0	20.1	0.3	18.1	0.3
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
13780	701	0	0	16.6	0.3	12.4	0.2
749	6831	0	0	18.3	0.3	16.9	0.3
4058	12988	0	0	13.5	0.3	11.7	0.4
1510	4709	0	0	121.3	9.3	17.6	19.4
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
630	3976	0	0	19.0	0.5	19.8	0.6
181	1623	0	0	4.3	0.2	0.9	0.0
1058	3166	0	2	30.7	0.1	3.6	0.0
802	4222	0	2	43.0	0.1	18.9	0.0
1892	3646	0	0	53.4	0.2	10.2	0.1
2921	3310	0	0	47.4	0.2	3.8	0.1
1945	3550	0	0	56.5	0.2	20.4	0.1
749	7034	0	1	17.0	0.5	18.0	0.5
749	7419	0	1	16.4	0.4	17.9	0.3
749	7176	0	1	19.7	0.5	19.3	0.5
749	6868	0	0	17.9	0.3	16.8	0.2
1892	3646	0	0	246.0	0.2	127.0	0.1
548	4208	1	2	74.3	0.2	0.0	0.0
2921	3332	0	1	139.4	0.2	79.9	0.1
0	0	0	0	0.0	0.0	0.0	0.0
749	7093	0	1	17.8	0.3	17.3	0.3
749	6921	0	0	17.9	0.3	19.4	0.2
974	263	0	0	207.8	20.4	4.8	34.8
4324	5727	0	0	49.9	9.3	8.0	11.8
149	1531	0	0	3.0	0.2	0.7	0.1
1892	3646	0	0	46.5	0.1	3.0	0.0
2921	3310	0	0	46.9	0.2	3.6	0.1
749	6804	0	1	17.3	0.3	17.5	0.3
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
749	7238	0	1	20.5	0.2	15.5	0.2
1997	4454	0	0	167.1	0.4	29.5	0.4
2794	5580	0	0	16.3	0.7	14.4	1.5
2166	4709	0	0	187.5	10.2	57.3	21.1
1894	11368	0	0	14.9	0.4	10.9	0.6
861	4976	6	0	31.8	14.1	20.8	23.8
1252	719	5	0	11.0	17.4	0.0	29.6
0	0	0	0	11.1	0.2	0.0	0.0
2005	7136	5	1	15.7	0.3	14.5	0.3
343	3882	0	0	8.9	11.9	0.6	19.8
50703	5181	6	0	14.8	2.4	11.4	6.4
1013	5990	5	1	24.6	0.3	40.2	0.1
30301	22656	5	0	18.6	0.3	20.3	0.2
852	4754	5	1	24.7	7.6	38.7	19.3
2400	5049	5	0	17.4	0.1	16.4	0.0
60820	160234	5	5	15.0	1.4	12.3	7.9
1762	4668	5	1	16.9	0.2	14.0	0.2
4123	78012	5	0	30.2	0.4	31.2	1.0
2165	6301	2	0	21.1	0.3	18.5	0.3
3098	483436	5	0	33.0	0.9	31.7	4.6
508	4291	0	0	10.3	0.1	1.5	0.0
512	4349	0	1	10.5	0.1	1.5	0.0
518	4055	0	0	18.0	0.2	9.8	0.1
508	4291	0	0	11.7	0.2	5.7	0.1
1292	833	5	0	11.5	17.0	0.0	29.1
0	0	0	0	9.4	0.1	0.0	0.0
1003	84370	5	1	10.8	0.3	2.5	0.2
1318	837	5	0	9.3	16.9	0.0	29.0
0	0	0	0	9.7	0.3	0.0	0.0
749	6667	0	0	22.1	0.6	19.1	0.7
509	4291	0	0	14.8	0.1	3.7	0.0
16233	20410	5	1	11.7	0.2	8.1	0.2
518	4055	0	0	10.1	0.3	1.3	0.0
1892	3646	0	0	48.1	0.2	6.5	0.1
2921	3310	0	0	46.5	0.2	3.4	0.1
1945	3550	0	0	46.6	0.2	3.0	0.1
349	4820	0	1	25.5	0.6	11.9	0.4
349	4818	0	1	17.2	0.6	5.7	0.4
349	4818	0	1	17.7	10.0	11.7	18.7
4552	1128305	4	1	22.5	0.6	11.5	3.4
349	4816	0	1	18.6	0.2	11.9	0.1
349	4816	0	1	32.8	0.2	29.9	0.0
349	4816	0	1	31.7	0.3	29.9	0.3
349	4820	0	1	36.9	0.4	31.7	0.3
349	4020	0	0	17.6	0.2	12.5	0.2
349	4020	0	0	19.4	0.3	10.2	0.3
749	6917	0	1	17.8	0.5	17.9	0.5
2762	6257	0	1	16.7	0.3	13.5	0.5
2166	4709	0	0	214.5	11.2	73.5	24.1
1894	11331	0	0	15.4	0.3	12.5	0.3
5800	15194	0	0	12.9	0.3	11.1	0.4
2166	4709	0	0	185.0	11.7	89.2	24.9
6174	21808	0	0	14.0	0.4	12.5	0.6
749	6857	0	1	18.9	0.6	18.8	0.6
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
1892	3646	0	0	45.7	0.2	3.3	0.0
2921	3310	0	0	47.0	0.2	4.0	0.0
2405	11018	0	0	14.8	2.6	10.8	8.2
2166	4709	0	0	164.5	9.5	42.1	19.6
1148	589	2	0	27.5	0.8	16.5	1.3
1986	894	2	0	17.2	0.4	14.6	0.7
2532	467	2	0	16.6	0.4	14.0	0.7
1296	647	1	0	16.9	0.5	14.6	0.8
1195	4565	1	0	16.1	0.1	13.9	0.0
3116	5834	1	0	19.5	0.1	16.6	0.0
288	1960	1	0	10.7	0.1	3.3	0.0
749	7140	0	1	17.9	0.6	17.3	0.6
2794	5580	0	0	15.8	0.4	13.7	0.4
2166	4709	0	0	182.9	9.7	43.2	20.9
1894	11368	0	0	9.3	0.3	1.1	0.3
1109	589	0	0	77.9	11.4	86.3	22.4
1984	800	0	0	48.3	1.3	70.5	2.8
2530	467	0	0	23.0	2.5	13.9	5.6
0	0	0	1	102.9	0.3	0.0	0.0
1295	647	0	0	19.3	1.1	22.6	2.1
1608	2381	0	1	41.8	24.7	16.2	28.1
1211	622	69	0	28.9	22.5	16.3	25.4
1989	1102	5	1	18.8	1.4	13.8	2.5
4058	12972	0	0	17.0	0.5	15.5	0.8
1494	4709	0	0	208.5	9.3	98.8	19.0
10345	99109	5	1	25.8	0.3	19.9	0.6
630	3976	0	0	17.9	0.5	18.0	0.4
1300	849	5	0	10.5	17.6	1.5	30.3
1326	853	5	0	9.7	17.4	0.4	29.9
7204	764	5	3	15.6	0.3	14.2	0.3
508	5346	0	1	9.6	0.3	0.2	0.3
733	251	0	0	12.8	3.5	3.8	5.9
7001	41177	8	3	16.7	3.7	16.0	13.2
28158	35298	9	0	17.8	0.3	13.6	0.1
2043	1849	18	2	20.0	0.7	17.9	1.6
117	133	0	0	44.8	14.9	0.0	0.0
158	1643	0	0	3.5	0.3	0.2	0.1
171	426	0	0	3.1	0.5	0.1	0.1
11094	33005	0	1	11.4	4.6	8.3	16.0
1542	4709	0	0	285.3	11.6	141.2	24.2
5336	15098	0	0	13.7	0.3	10.0	0.4
1892	3646	0	0	46.9	0.1	4.4	0.0
2921	4770	0	1	92.4	0.1	96.7	0.0
1385	4819	5	1	51.4	0.2	13.3	0.0
2880	5194	0	0	390.2	15.1	77.0	23.9
1227	1197	5	1	17.2	0.3	13.4	0.2
1402	1121	5	1	28.2	0.3	31.8	0.3
1187	5082	5	1	14.9	12.1	13.8	26.6
749	7744	0	2	18.3	0.5	17.4	0.6
113532	641447	3	32	40.3	20.2	28.0	26.0
9533	438049	6	1	7.8	3.6	4.7	12.6
1376	28437	6	1	8.1	7.0	7.1	18.9
942	12064	6	0	10.2	9.6	11.2	21.1
942	8974	6	0	10.0	6.1	11.4	13.6
5543	111321	6	1	14.5	7.6	25.8	17.6
6951	604033	6	2	11.1	0.4	10.4	0.9
5135	217632	6	1	17.1	1.8	28.3	8.6
1400	15538	6	0	32.6	0.6	36.0	0.5
2230	75586	6	1	22.3	0.4	18.2	0.3
5587	133097	6	0	16.2	0.9	21.9	2.4
564	153	0	0	44.8	1.3	50.9	1.6
9952	61510	1	1	35.8	12.2	39.6	20.4
926	17456	6	0	33.3	4.3	6.5	10.8
926	20827	6	2	15.1	1.4	5.7	2.6
2009	77860	4	0	17.0	2.5	6.5	7.6
1677	52120	4	0	20.2	0.4	16.4	0.3
4406	1443509	1	0	86.4	0.8	46.2	4.6
1107	985118	0	10	14.0	1.6	7.7	7.3
2208	745813	1	2	69.4	0.6	41.5	1.6
2340	878820	1	2	78.4	0.4	43.9	0.3
1215	31447	6	1	6.4	5.1	2.9	14.6
882	4610	1	4	36.4	13.8	17.2	30.4
1169	4421	1	1	28.6	0.2	0.7	0.1
2611	5680	1	0	37.9	8.7	15.0	20.4
8322	24862	0	2	13.0	4.5	10.6	13.3
4128	5253	0	1	212.6	18.2	139.2	27.1
3828	15050	0	1	16.0	0.4	13.1	0.8
0	0	0	0	0.0	0.0	0.0	0.0
1892	3646	0	0	47.2	0.1	5.0	0.0
2921	3310	0	0	47.4	0.1	4.1	0.0
1945	3550	0	0	50.4	0.1	3.8	0.0
2457	9560	11	1	16.1	10.8	16.3	25.7
749	7140	0	1	17.6	0.2	17.8	0.2
1816	2344	0	0	38.5	10.7	14.4	23.3
0	0	1	0	0.0	0.0	0.0	0.0
0	0	1	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
0	0	0	0	0.0	0.0	0.0	0.0
1712	5500	0	2	18.4	0.4	17.0	0.5
1894	11368	0	0	9.9	0.4	1.7	0.3
7525	15121	10	5	17.3	7.6	13.4	18.9
0	0	0	0	0.0	0.0	0.0	0.0
1609	779	5	1	45.4	1.3	14.6	2.3
598	5717	0	0	397.2	0.4	26.7	0.3
106473	71531	13	2	18.0	0.3	26.1	0.1
1892	3646	0	0	51.4	0.2	12.5	0.1
2921	3310	0	0	49.9	0.2	7.9	0.0
1100	182	10	0	33.7	0.6	0.0	0.0
21896	7052	19	2	50.6	5.2	45.1	15.6
1095	4085	3	1	43.5	12.5	10.7	27.3
0	0	2	0	0.0	0.0	0.0	0.0
643	3803	0	0	12.3	13.3	1.1	26.2
892	3657	0	0	5.0	12.1	1.7	23.4
0	0	2	1	0.0	0.2	0.0	0.0
633	208	0	0	20.3	0.8	20.4	0.8
411	3498	0	0	192.0	0.2	90.2	0.1
411	3573	0	0	193.7	0.3	88.7	0.2
411	3497	0	0	190.4	0.4	89.7	0.4
411	3497	0	0	192.6	0.3	88.9	0.4
633	239	0	0	192.0	22.9	88.4	26.9
633	208	0	0	35.9	0.4	51.3	0.2
417	3496	0	0	30.2	0.2	0.5	0.1
411	3624	0	1	37.6	3.3	15.9	6.0
18485	54879	2	0	38.5	6.4	42.2	17.0
19474	56312	1	4	13.5	35.8	22.8	28.6
322	161	0	0	55.5	0.6	97.9	0.0
4905	74815	5	1	24.9	0.3	19.1	0.6
1285	819	5	0	9.4	18.7	0.5	31.8
1311	823	5	0	9.2	17.9	0.9	30.3
518	4054	0	0	9.1	0.2	0.8	0.0
5363	95682	2	0	114.5	8.5	15.7	16.5
5395	329274	2	0	117.7	4.1	20.4	13.0
829	9387	0	0	39.9	0.2	1.6	0.1
3329	57314	2	1	118.1	6.1	2.5	16.1
3867	42653	2	1	118.3	10.6	3.2	21.5
6191	187135	2	0	141.5	7.0	54.0	16.9
3364	39980	2	1	113.9	13.3	2.2	25.0
995	9163	3	0	248.8	16.1	74.5	24.7
513	3975	0	0	28.3	0.2	13.6	0.1
1197	6481	5	0	25.1	0.2	13.5	0.1
9737	8735	10	2	25.5	0.5	19.3	1.5
341	4254	0	0	9.2	0.4	0.6	0.3
1199	57526	5	1	9.3	0.3	0.9	0.2
908	69287	0	0	38.6	0.2	0.6	0.2
4978	172445	2	1	126.3	1.9	5.3	3.8
2339	271295	2	1	115.7	1.6	4.1	7.3
5716	133249	1	1	111.5	3.2	5.9	10.6
6682	66607	2	2	162.1	15.7	68.7	23.1
5637	40619	1	0	150.5	14.2	68.9	22.2
4578	73566	2	1	144.2	4.4	68.2	13.2
1892	3646	0	0	145.6	0.2	179.8	0.1
2921	3310	0	0	52.7	0.2	10.4	0.0
181	1623	0	0	3.3	0.6	1.1	0.4
149	1899	0	0	3.6	0.7	1.0	0.5
149	1966	0	0	3.2	0.5	0.7	0.5
149	1969	0	0	2.8	0.6	0.6	0.2
149	1532	0	0	3.4	0.9	1.0	0.6
147	1585	0	0	3.1	0.6	0.7	0.3
1058	1172	0	0	36.2	0.4	17.2	0.1
802	1524	0	0	36.2	0.4	17.5	0.2
1924	3646	0	0	45.3	0.2	1.9	0.1
2921	3310	0	0	47.7	0.3	5.7	0.1
1945	3550	0	0	47.4	0.2	5.0	0.0
0	0	2	0	0.0	0.0	0.0	0.0
1300	710	5	0	14.3	1.3	14.3	2.3
0	0	1	0	0.0	0.0	0.0	0.0
